sentence1,sentence2,label
商标名称：夏普，拼音：xia4-pu3，笔画：1325111354-431224312511,商标名称：金丝猴，拼音：jin1-si1-hou2，笔画：34112431-55551-353325131134,2
商标名称：恒洁，拼音：heng2-jie2，笔画：442125111-441121251,商标名称：华硕，拼音：hua2-shuo4，笔画：323512-13251132534,2
商标名称：郎酒，拼音：lang2-jiu3，笔画：45115452-4411253511,商标名称：浪莎，拼音：lang4-sha1，笔画：4414511534-1224412343,2
商标名称：德高，拼音：de2-gao1，笔画：332122522114544-4125125251,商标名称：匡威，拼音：kuang1-wei1，笔画：111215-131531534,2
商标名称：猫人，拼音：mao1-ren2，笔画：35312225121-34,商标名称：江阴天江，拼音：jiang1-yin1-tian1-jiang1，笔画：441121-523511-1134-441121,2
商标名称：玉兰油，拼音：yu4-lan2-you2，笔画：11214-43111-44125121,商标名称：盼盼，拼音：pan4-pan4，笔画：251113453-251113453,2
商标名称：作业帮，拼音：zuo4-ye4-bang1，笔画：3231211-22431-111352252,商标名称：红星美凯龙，拼音：hong2-xing1-mei3-kai3-long2，笔画：551121-251131121-431121134-25251535-13534,2
商标名称：哪吒，拼音：ne2-zha1，笔画：251511352-251315,商标名称：远成物流，拼音：yuan3-cheng2-wu4-liu2，笔画：1135454-135534-31213533-4414154325,2
商标名称：读者，拼音：du2-zhe3，笔画：4512544134-12132511,商标名称：真我，拼音：zhen1-wo3，笔画：1225111134-3121534,2
商标名称：京东物流，拼音：jing1-dong1-wu4-liu2，笔画：41251234-15234-31213533-4414154325,商标名称：周大生，拼音：zhou1-da4-sheng1，笔画：35121251-134-31121,2
商标名称：上汽，拼音：shang4-qi4，笔画：211-4413115,商标名称：索尼，拼音：suo3-ni2，笔画：1245554234-51335,2
商标名称：中海地产，拼音：zhong1-hai3-di4-chan3，笔画：2512-4413155414-121525-414313,商标名称：欧拉，拼音：ou1-la1，笔画：13453534-12141431,2
商标名称：沃尔玛，拼音：wo4-er3-ma3，笔画：4413134-35234-1121551,商标名称：沃尔沃，拼音：wo4-er3-wo4，笔画：4413134-35234-4413134,2
商标名称：白云山，拼音：bai2-yun2-shan1，笔画：32511-1154-252,商标名称：威露士，拼音：wei1-lu4-shi4，笔画：131531534-145244442512121000000-121,2
商标名称：林肯，拼音：lin2-ken3，笔画：12341234-21212511,商标名称：悦诗风吟，拼音：yue4-shi1-feng1-yin2，笔画：4424325135-45121124-3534-2513445,2
商标名称：桐昆股份，拼音：tong2-kun1-gu3-fen4，笔画：1234251251-25111535-35113554-323453,商标名称：沃尔玛，拼音：wo4-er3-ma3，笔画：4413134-35234-1121551,2
商标名称：百达翡丽，拼音：bai3-da2-fei3-li4，笔画：132511-134454-21112111541541-1254254,商标名称：古井贡酒，拼音：gu3-jing3-gong4-jiu3，笔画：12251-1132-1212534-4411253511,2
商标名称：国泰君安，拼音：guo2-tai4-jun1-an1，笔画：25112141-1113424134-5113251-445531,商标名称：阳光城，拼音：yang2-guang1-cheng2，笔画：522511-243135-121135534,2
商标名称：欧米茄，拼音：ou1-mi3-jia1，笔画：13453534-431234-12253251,商标名称：我爱我家，拼音：wo3-ai4-wo3-jia1，笔画：3121534-3443451354-3121534-4451353334,2
商标名称：华晨，拼音：hua2-chen2，笔画：323512-25111311534,商标名称：仁和药业，拼音：ren2-huo4-yao4-ye4，笔画：3211-31234251-122551354-22431,2
商标名称：哪吒，拼音：ne2-zha1，笔画：251511352-251315,商标名称：沃隆，拼音：wo4-long2，笔画：4413134-52354131121,2
商标名称：郎酒，拼音：lang2-jiu3，笔画：45115452-4411253511,商标名称：心相印，拼音：xin1-xiang1-yin4，笔画：4544-123425111-35152,2
商标名称：金德，拼音：jin1-de2，笔画：34112431-332122522114544,商标名称：九牧，拼音：jiu3-mu4，笔画：35-31213134,2
商标名称：好时，拼音：hao3-shi2，笔画：531521-2511124,商标名称：长城，拼音：chang2-cheng2，笔画：[UNK]-121135534,2
商标名称：中国神华，拼音：zhong1-guo2-shen2-hua2，笔画：2512-25112141-452425112-323512,商标名称：阳光照明，拼音：yang2-guang1-zhao4-ming2，笔画：522511-243135-2511532514444-25113511,2
商标名称：飞利浦照明，拼音：fei1-li4-pu3-zhao4-ming2，笔画：534-3123422-4411251124-2511532514444-25113511,商标名称：好时，拼音：hao3-shi2，笔画：531521-2511124,2
商标名称：周黑鸭，拼音：zhou1-hei1-ya1，笔画：35121251-254312114444-2511235451,商标名称：圆通速递，拼音：yuan2-tong1-su4-di4，笔画：2525125341-5425112454-1251234454-4351523454,2
商标名称：沪上阿姨，拼音：hu4-shang4-a1-yi2，笔画：4414513-211-5212512-531151534,商标名称：中国宝武，拼音：zhong1-guo2-bao3-wu3，笔画：2512-25112141-44511214-11212154,2
商标名称：汽水音乐，拼音：qi4-shui3-yin1-yue4，笔画：4413115-2534-414312511-35234,商标名称：携程，拼音：xie2-cheng2，笔画：1213241112153-312342511121,2
商标名称：张裕，拼音：zhang1-yu4，笔画：5153154-452343434251,商标名称：红旗，拼音：hong2-qi2，笔画：551121-41533112211134,2
商标名称：匡威，拼音：kuang1-wei1，笔画：111215-131531534,商标名称：格力，拼音：ge2-li4，笔画：1234354251-53,2
商标名称：德芙，拼音：de2-fu2，笔画：332122522114544-1221134,商标名称：知音，拼音：zhi1-yin1，笔画：31134251-414312511,2
商标名称：泸州老窖，拼音：lu2-zhou1-lao3-jiao4，笔画：44121513-434242-121335-445343121251,商标名称：跟谁学，拼音：gen1-shui2-xue2，笔画：2512121511534-4532411121-44345521,2
商标名称：劳斯莱斯，拼音：lao2-si1-lai2-si1，笔画：1224553-122111343312-1221431234-122111343312,商标名称：酷我音乐，拼音：ku4-wo3-yin1-yue4，笔画：12535113121251-3121534-414312511-35234,2
商标名称：嘉里物流，拼音：jia1-li3-wu4-liu2，笔画：12125143153251-2511211-31213533-4414154325,商标名称：华为，拼音：hua2-wei4，笔画：323512-4354,2
商标名称：卡尔丹顿，拼音：ka3-er3-dan1-dun4，笔画：21124-35234-3541-1525132534,商标名称：融创中国，拼音：rong2-chuang4-zhong1-guo2，笔画：1251254312251210-345522-2512-25112141,2
商标名称：大众点评，拼音：da4-zhong4-dian3-ping2，笔画：134-343434-212514444-4514312,商标名称：永鼎股份，拼音：yong3-ding3-gu3-fen4，笔画：45534-251115132125-35113554-323453,2
商标名称：魅可，拼音：mei4-ke3，笔画：32511355411234-12512,商标名称：雪中飞，拼音：xue3-zhong1-fei1，笔画：14524444511-2512-534,2
商标名称：诺贝尔，拼音：nuo4-bei4-er3，笔画：4512213251-2534-35234,商标名称：丝芙兰，拼音：si1-fu2-lan2，笔画：55551-1221134-43111,2
商标名称：亚瑟士，拼音：ya4-se4-shi4，笔画：122431-1121112145434-121,商标名称：旭辉集团，拼音：xu4-hui1-ji2-tuan2，笔画：352511-243135451512-324111211234-251231,2
商标名称：探探，拼音：tan4-tan4，笔画：12145341234-12145341234,商标名称：菲亚特，拼音：fei1-ya4-te4，笔画：12221112111-122431-3121121124,2
商标名称：娃哈哈，拼音：wa2-ha1-ha1，笔画：531121121-251341251-251341251,商标名称：来伊份，拼音：lai2-yi1-fen4，笔画：1431234-325113-323453,2
商标名称：中华书局，拼音：zhong1-hua2-shu1-ju2，笔画：2512-323512-5524-5135251,商标名称：得到，拼音：de2-dao4，笔画：33225111124-15412122,2
商标名称：菜鸟驿站，拼音：cai4-niao3-yi4-zhan4，笔画：12234431234-35451-55154112-4143121251,商标名称：相宜本草，拼音：xiang1-yi2-ben3-cao3，笔画：123425111-44525111-12341-122251112,2
商标名称：名爵，拼音：ming2-jue2，笔画：354251-34432522151154100,商标名称：香格里拉，拼音：xiang1-ge2-li3-la1，笔画：312342511-1234354251-2511211-12141431,2
商标名称：龙工，拼音：long2-gong1，笔画：13534-121,商标名称：达能，拼音：da2-neng2，笔画：134454-5425113535,2
商标名称：复星医药，拼音：fu4-xing1-yi1-yao4，笔画：312511354-251131121-1311345-122551354,商标名称：方程豹，拼音：fang1-cheng2-bao4，笔画：4153-312342511121-3443533354,2
商标名称：卡西欧，拼音：ka3-xi1-ou1，笔画：21124-125351-13453534,商标名称：讴歌，拼音：ou1-ge1，笔画：451345-12512125123534,2
商标名称：瑞幸咖啡，拼音：rui4-xing4-ka1-fei1，笔画：1121252132522-12143112-25153251-25121112111,商标名称：百事可乐，拼音：bai3-shi4-ke3-le4，笔画：132511-12515112-12512-35234,2
商标名称：正荣集团，拼音：zheng4-rong2-ji2-tuan2，笔画：12121-122451234-324111211234-251231,商标名称：百度云，拼音：bai3-du4-yun2，笔画：132511-413122154-1154,2
商标名称：莫斯利安，拼音：mo4-si1-li4-an1，笔画：1222511134-122111343312-3123422-445531,商标名称：中青旅，拼音：zhong1-qing1-lv3，笔画：2512-11212511-4153313534,2
商标名称：卡尔丹顿，拼音：ka3-er3-dan1-dun4，笔画：21124-35234-3541-1525132534,商标名称：QQ音乐，拼音：QQ-yin1-yue4，笔画：[UNK]-[UNK]-414312511-35234,2
商标名称：万达广场，拼音：wan4-da2-guang3-chang3，笔画：153-134454-413-121533,商标名称：百度地图，拼音：bai3-du4-di4-tu2，笔画：132511-413122154-121525-25354441,2
商标名称：罗技，拼音：luo2-ji4，笔画：25221354-1211254,商标名称：星途，拼音：xing1-tu2，笔画：251131121-3411234454,2
商标名称：诺基亚，拼音：nuo4-ji1-ya4，笔画：4512213251-12211134121-122431,商标名称：贵人鸟，拼音：gui4-ren2-niao3，笔画：251212534-34-35451,2
商标名称：亿滋，拼音：yi4-zi1，笔画：325-441431554554,商标名称：梵克雅宝，拼音：fan4-ke4-ya3-bao3，笔画：12341234354-1225135-152332411121-44511214,2
商标名称：纳爱斯，拼音：na4-ai4-si1，笔画：5512534-3443451354-122111343312,商标名称：新日，拼音：xin1-ri4，笔画：4143112343312-2511,2
商标名称：碧桂园服务，拼音：bi4-gui4-yuan2-fu2-wu4，笔画：11213251113251-1234121121-2511351-35115254-35453,商标名称：徐福记，拼音：xu2-fu2-ji4，笔画：3323411234-4524125125121-45515,2
商标名称：韵达速递，拼音：yun4-da2-su4-di4，笔画：4143125113541-134454-1251234454-4351523454,商标名称：稻草人，拼音：dao4-cao3-ren2，笔画：312343443321511-122251112-34,2
商标名称：林肯，拼音：lin2-ken3，笔画：12341234-21212511,商标名称：华电集团，拼音：hua2-dian4-ji2-tuan2，笔画：323512-25115-324111211234-251231,2
商标名称：简一，拼音：jian3-yi1，笔画：3143144252511-[UNK],商标名称：丰田，拼音：feng1-tian2，笔画：1112-25121,2
商标名称：CoCo都可，拼音：CoCo-dou1-ke3，笔画：[UNK]-[UNK]-[UNK]-[UNK]-1213251152-12512,商标名称：金陵饭店，拼音：jin1-ling2-fan4-dian4，笔画：34112431-5212134354-3553354-41321251,2
商标名称：高仪，拼音：gao1-yi2，笔画：4125125251-32434,商标名称：沙宣，拼音：sha1-xuan1，笔画：4412343-445125111,2
商标名称：联想，拼音：lian2-xiang3，笔画：122111431134-1234251114544,商标名称：丸美，拼音：wan2-mei3，笔画：354-431121134,2
商标名称：法拉利，拼音：fa3-la1-li4，笔画：44112154-12141431-3123422,商标名称：马丁博士，拼音：ma3-ding1-bo2-shi4，笔画：[UNK]-12-121251124124-121,2
商标名称：宝珀，拼音：bao3-po4，笔画：44511214-112132511,商标名称：江苏卫视，拼音：jiang1-su1-wei4-shi4，笔画：441121-1225344-521-45242535,2
商标名称：得力，拼音：de2-li4，笔画：33225111124-53,商标名称：绿城服务，拼音：lv4-cheng2-fu2-wu4，笔画：55151124134-121135534-35115254-35453,2
商标名称：方程豹，拼音：fang1-cheng2-bao4，笔画：4153-312342511121-3443533354,商标名称：吉普，拼音：ji2-pu3，笔画：121251-431224312511,2
商标名称：名爵，拼音：ming2-jue2，笔画：354251-34432522151154100,商标名称：农夫山泉，拼音：nong2-fu1-shan1-quan2，笔画：453534-1134-252-325112534,2
商标名称：嘉里物流，拼音：jia1-li3-wu4-liu2，笔画：12125143153251-2511211-31213533-4414154325,商标名称：肯迪文，拼音：ken3-di2-wen2，笔画：21212511-25121454-4134,2
商标名称：盒马鲜生，拼音：he2-ma3-xian1-sheng1，笔画：34125125221-[UNK]-35251211431112-31121,商标名称：冠珠，拼音：guan1-zhu1，笔画：451135124-1121311234,2
商标名称：中信证券，拼音：zhong1-xin4-zheng4-quan4，笔画：2512-324111251-4512121-43113453,商标名称：安踏，拼音：an1-ta4，笔画：445531-251212125342511,2
商标名称：今日头条，拼音：jin1-ri4-tou5-tiao2，笔画：3445-2511-44134-3541234,商标名称：知音，拼音：zhi1-yin1，笔画：31134251-414312511,2
商标名称：捷豹，拼音：jie2-bao4，笔画：12115112134-3443533354,商标名称：美特斯邦威，拼音：mei3-te4-si1-bang1-wei1，笔画：431121134-3121121124-122111343312-111352-131531534,2
商标名称：希尔顿，拼音：xi1-er3-dun4，笔画：3413252-35234-1525132534,商标名称：威富集团，拼音：wei1-fu4-ji2-tuan2，笔画：131531534-445125125121-324111211234-251231,2
商标名称：森马，拼音：sen1-ma3，笔画：123412341234-[UNK],商标名称：麦德龙，拼音：mai4-de2-long2，笔画：1121354-332122522114544-13534,2
商标名称：沪上阿姨，拼音：hu4-shang4-a1-yi2，笔画：4414513-211-5212512-531151534,商标名称：娇韵诗，拼音：jiao1-yun4-shi1，笔画：531313432-4143125113541-45121124,2
商标名称：当妮，拼音：dang1-ni1，笔画：243511-53151335,商标名称：德邦快递，拼音：de2-bang1-kuai4-di4，笔画：332122522114544-111352-4425134-4351523454,2
商标名称：红星美凯龙，拼音：hong2-xing1-mei3-kai3-long2，笔画：551121-251131121-431121134-25251535-13534,商标名称：彪马，拼音：biao1-ma3，笔画：21531535333-[UNK],2
商标名称：网易，拼音：wang3-yi4，笔画：253434-25113533,商标名称：匹克，拼音：pi3-ke4，笔画：1355-1225135,2
商标名称：纪梵希，拼音：ji4-fan4-xi1，笔画：551515-12341234354-3413252,商标名称：阿玛尼，拼音：a1-ma3-ni2，笔画：5212512-1121551-51335,2
商标名称：戴梦得，拼音：dai4-meng4-de2，笔画：12125121122134500-12341234354-33225111124,商标名称：恒隆广场，拼音：heng2-long2-guang3-chang3，笔画：442125111-52354131121-413-121533,2
商标名称：新浪，拼音：xin1-lang4，笔画：4143112343312-4414511534,商标名称：太平保险，拼音：tai4-ping2-bao3-xian3，笔画：1344-14312-322511234-523414431,2
商标名称：格兰仕，拼音：ge2-lan2-shi4，笔画：1234354251-43111-32121,商标名称：芬迪，拼音：fen1-di2，笔画：1223453-25121454,2
商标名称：金地集团，拼音：jin1-di4-ji2-tuan2，笔画：34112431-121525-324111211234-251231,商标名称：芭比·波朗，拼音：ba1-bi3-·-bo1-lang3，笔画：1225215-1535-[UNK]-44153254-4511543511,2
商标名称：长城，拼音：chang2-cheng2，笔画：[UNK]-121135534,商标名称：希捷，拼音：xi1-jie2，笔画：3413252-12115112134,2
商标名称：巴黎欧莱雅，拼音：ba1-li2-ou1-lai2-ya3，笔画：5215-312343533424134-13453534-1221431234-152332411121,商标名称：京东健康，拼音：jing1-dong1-jian4-kang1，笔画：41251234-15234-3251111254-41351124134,2
商标名称：剑南春，拼音：jian4-nan2-chun1，笔画：341443122-122543112-111342511,商标名称：飞利浦照明，拼音：fei1-li4-pu3-zhao4-ming2，笔画：534-3123422-4411251124-2511532514444-25113511,2
商标名称：浪莎，拼音：lang4-sha1，笔画：4414511534-1224412343,商标名称：今日头条，拼音：jin1-ri4-tou5-tiao2，笔画：3445-2511-44134-3541234,2
商标名称：金典，拼音：jin1-dian3，笔画：34112431-25122134,商标名称：科沃斯，拼音：ke1-wo4-si1，笔画：312344412-4413134-122111343312,2
商标名称：御泥坊，拼音：yu4-ni2-fang1，笔画：332311212152-44151335-1214153,商标名称：周黑鸭，拼音：zhou1-hei1-ya1，笔画：35121251-254312114444-2511235451,2
商标名称：锐澳，拼音：rui4-ao4，笔画：311154325135-441325431234134,商标名称：凤凰卫视，拼音：feng4-huang2-wei4-shi4，笔画：3554-35325111121-521-45242535,2
商标名称：健乐士，拼音：jian4-le4-shi4，笔画：3251111254-35234-121,商标名称：水井坊，拼音：shui3-jing3-fang1，笔画：2534-1132-1214153,2
商标名称：宾利，拼音：bin1-li4，笔画：4453212134-3123422,商标名称：领克，拼音：ling3-ke4，笔画：34454132534-1225135,2
商标名称：讴歌，拼音：ou1-ge1，笔画：451345-12512125123534,商标名称：恒逸石化，拼音：heng2-yi4-shi2-hua4，笔画：442125111-35251354454-13251-3235,2
商标名称：企查查，拼音：qi3-zha1-zha1，笔画：342121-123425111-123425111,商标名称：正泰，拼音：zheng4-tai4，笔画：12121-1113424134,2
商标名称：碧桂园服务，拼音：bi4-gui4-yuan2-fu2-wu4，笔画：11213251113251-1234121121-2511351-35115254-35453,商标名称：蜜雪冰城，拼音：mi4-xue3-bing1-cheng2，笔画：44545434251214-14524444511-412534-121135534,2
商标名称：华图教育，拼音：hua2-tu2-jiao4-yu4，笔画：323512-25354441-12135213134-41542511,商标名称：雀巢，拼音：que4-chao2，笔画：23432411121-55525111234,2
商标名称：泰康保险，拼音：tai4-kang1-bao3-xian3，笔画：1113424134-41351124134-322511234-523414431,商标名称：嘉里物流，拼音：jia1-li3-wu4-liu2，笔画：12125143153251-2511211-31213533-4414154325,2
商标名称：旺旺，拼音：wang4-wang4，笔画：25111121-25111121,商标名称：伊莱克斯，拼音：yi1-lai2-ke4-si1，笔画：325113-1221431234-1225135-122111343312,2
商标名称：百联集团，拼音：bai3-lian2-ji2-tuan2，笔画：132511-122111431134-324111211234-251231,商标名称：英菲尼迪，拼音：ying1-fei1-ni2-di2，笔画：12225134-12221112111-51335-25121454,2
商标名称：宝骏，拼音：bao3-jun4，笔画：44511214-5515434354,商标名称：菲亚特，拼音：fei1-ya4-te4，笔画：12221112111-122431-3121121124,2
商标名称：爱康国宾，拼音：ai4-kang1-guo2-bin1，笔画：3443451354-41351124134-25112141-4453212134,商标名称：茅台，拼音：mao2-tai2，笔画：12254523-54251,2
商标名称：伶俐，拼音：ling2-li4，笔画：3234454-323123422,商标名称：高合，拼音：gao1-he2，笔画：4125125251-341251,2
商标名称：日日顺，拼音：ri4-ri4-shun4，笔画：2511-2511-322132534,商标名称：本田，拼音：ben3-tian2，笔画：12341-25121,2
商标名称：万达集团，拼音：wan4-da2-ji2-tuan2，笔画：153-134454-324111211234-251231,商标名称：丰田，拼音：feng1-tian2，笔画：1112-25121,2
商标名称：芬迪，拼音：fen1-di2，笔画：1223453-25121454,商标名称：百度，拼音：bai3-du4，笔画：132511-413122154,2
商标名称：新京报，拼音：xin1-jing1-bao4，笔画：4143112343312-41251234-1215254,商标名称：三星，拼音：san1-xing1，笔画：111-251131121,2
商标名称：菜百首饰，拼音：cai4-bai3-shou3-shi4，笔画：12234431234-132511-431325111-35531252,商标名称：萨洛蒙，拼音：sa4-luo4-meng2，笔画：12252414313-441354251-1224511353334,2
商标名称：福特，拼音：fu2-te4，笔画：4524125125121-3121121124,商标名称：新京报，拼音：xin1-jing1-bao4，笔画：4143112343312-41251234-1215254,2
商标名称：爱慕，拼音：ai4-mu4，笔画：3443451354-12225111342444,商标名称：平安好医生，拼音：ping2-an1-hao3-yi1-sheng1，笔画：14312-445531-531521-1311345-31121,2
商标名称：金鹰国际，拼音：jin1-ying1-guo2-ji4，笔画：34112431-413323241112135000-25112141-5211234,商标名称：华住酒店，拼音：hua2-zhu4-jiu3-dian4，笔画：323512-3241121-4411253511-41321251,2
商标名称：极兔速递，拼音：ji2-tu4-su4-di4，笔画：1234354-35251354-1251234454-4351523454,商标名称：星途，拼音：xing1-tu2，笔画：251131121-3411234454,2
商标名称：三星，拼音：san1-xing1，笔画：111-251131121,商标名称：蒂姆·霍顿斯，拼音：di4-mu3-·-huo4-dun4-si1，笔画：122414345252-53155414-[UNK]-1452444432411120-1525132534-122111343312,2
商标名称：融创中国，拼音：rong2-chuang4-zhong1-guo2，笔画：1251254312251210-345522-2512-25112141,商标名称：凯撒旅游，拼音：kai3-sa1-lv3-you2，笔画：25251535-121122125113134-4153313534-441415331521,2
商标名称：卡夫，拼音：ka3-fu1，笔画：21124-1134,商标名称：万宁，拼音：wan4-ning2，笔画：153-44512,2
商标名称：威露士，拼音：wei1-lu4-shi4，笔画：131531534-145244442512121000000-121,商标名称：屈臣氏，拼音：qu1-chen2-shi4，笔画：51352252-125125-[UNK],2
商标名称：北汽，拼音：bei3-qi4，笔画：21135-4413115,商标名称：匡威，拼音：kuang1-wei1，笔画：111215-131531534,2
商标名称：匡威，拼音：kuang1-wei1，笔画：111215-131531534,商标名称：杰尼亚，拼音：jie2-ni2-ya4，笔画：12344444-51335-122431,2
商标名称：恒洁，拼音：heng2-jie2，笔画：442125111-441121251,商标名称：泰禾集团，拼音：tai4-he2-ji2-tuan2，笔画：1113424134-31234-324111211234-251231,2
商标名称：追觅，拼音：zhui1-mi4，笔画：325151454-34432535,商标名称：特斯拉，拼音：te4-si1-la1，笔画：3121121124-122111343312-12141431,2
商标名称：百雀羚，拼音：bai3-que4-ling2，笔画：132511-23432411121-43111334454,商标名称：开元酒店，拼音：kai1-yuan2-jiu3-dian4，笔画：1132-1135-4411253511-41321251,2
商标名称：王朝，拼音：wang2-chao2，笔画：1121-122511123511,商标名称：太平，拼音：tai4-ping2，笔画：1344-14312,2
商标名称：货拉拉，拼音：huo4-la1-la1，笔画：32352534-12141431-12141431,商标名称：读者，拼音：du2-zhe3，笔画：4512544134-12132511,2
商标名称：人人乐，拼音：ren2-ren2-le4，笔画：34-34-35234,商标名称：蒂芙尼，拼音：di4-fu2-ni2，笔画：122414345252-1221134-51335,2
商标名称：珀莱雅，拼音：po4-lai2-ya3，笔画：112132511-1221431234-152332411121,商标名称：圣罗兰，拼音：sheng4-luo2-lan2，笔画：54121-25221354-43111,2
商标名称：雷诺，拼音：lei2-nuo4，笔画：1452444425121-4512213251,商标名称：雅迪，拼音：ya3-di2，笔画：152332411121-25121454,2
商标名称：林肯，拼音：lin2-ken3，笔画：12341234-21212511,商标名称：金锣，拼音：jin1-luo2，笔画：34112431-3111525221354,2
商标名称：古今，拼音：gu3-jin1，笔画：12251-3445,商标名称：希捷，拼音：xi1-jie2，笔画：3413252-12115112134,2
商标名称：乌江榨菜，拼音：wu1-jiang1-zha4-cai4，笔画：3551-441121-12344453431211-12234431234,商标名称：修正药业，拼音：xiu1-zheng4-yao4-ye4，笔画：322354333-12121-122551354-22431,2
商标名称：欧莱雅，拼音：ou1-lai2-ya3，笔画：13453534-1221431234-152332411121,商标名称：马自达，拼音：ma3-zi4-da2，笔画：[UNK]-325111-134454,2
商标名称：芬迪，拼音：fen1-di2，笔画：1223453-25121454,商标名称：锐澳，拼音：rui4-ao4，笔画：311154325135-441325431234134,2
商标名称：赛百味，拼音：sai4-bai3-wei4，笔画：44511221342534-132511-25111234,商标名称：哈尔滨啤酒，拼音：ha1-er3-bin1-pi2-jiu3，笔画：251341251-35234-4414453212134-25132511312-4411253511,2
商标名称：威露士，拼音：wei1-lu4-shi4，笔画：131531534-145244442512121000000-121,商标名称：永辉超市，拼音：yong3-hui1-chao1-shi4，笔画：45534-243135451512-121213453251-41252,2
商标名称：讴歌，拼音：ou1-ge1，笔画：451345-12512125123534,商标名称：新秀丽，拼音：xin1-xiu4-li4，笔画：4143112343312-3123453-1254254,2
商标名称：肌肤之钥，拼音：ji1-fu1-zhi1-yao4，笔画：351135-35111134-[UNK]-311153511,商标名称：日丰，拼音：ri4-feng1，笔画：2511-1112,2
商标名称：魅族，拼音：mei4-zu2，笔画：32511355411234-41533131134,商标名称：爱立信，拼音：ai4-li4-xin4，笔画：3443451354-41431-324111251,2
商标名称：和其正，拼音：he2-qi2-zheng4，笔画：31234251-12211134-12121,商标名称：五粮液，拼音：wu3-liang2-ye4，笔画：1251-4312344511534-44141323544,2
商标名称：美团，拼音：mei3-tuan2，笔画：431121134-251231,商标名称：三元，拼音：san1-yuan2，笔画：111-1135,2
商标名称：天士力，拼音：tian1-shi4-li4，笔画：1134-121-53,商标名称：安慕希，拼音：an1-mu4-xi1，笔画：445531-12225111342444-3413252,2
商标名称：百事可乐，拼音：bai3-shi4-ke3-le4，笔画：132511-12515112-12512-35234,商标名称：星巴克，拼音：xing1-ba1-ke4，笔画：251131121-5215-1225135,2
商标名称：江中健胃消食片，拼音：jiang1-zhong1-jian4-wei4-xiao1-shi2-pian4，笔画：441121-2512-3251111254-251212511-4412432511-344511534-3215,商标名称：丝芙兰，拼音：si1-fu2-lan2，笔画：55551-1221134-43111,2
商标名称：伟星，拼音：wei3-xing1，笔画：321152-251131121,商标名称：东阿阿胶，拼音：dong1-e1-e1-jiao1，笔画：15234-5212512-5212512-3511413434,2
商标名称：稻草人，拼音：dao4-cao3-ren2，笔画：312343443321511-122251112-34,商标名称：布加迪，拼音：bu4-jia1-di2，笔画：13252-53251-25121454,2
商标名称：华晨，拼音：hua2-chen2，笔画：323512-25111311534,商标名称：卡尔丹顿，拼音：ka3-er3-dan1-dun4，笔画：21124-35234-3541-1525132534,2
商标名称：茂业百货，拼音：mao4-ye4-bai3-huo4，笔画：12213534-22431-132511-32352534,商标名称：美标，拼音：mei3-biao1，笔画：431121134-123411234,2
商标名称：伊利，拼音：yi1-li4，笔画：325113-3123422,商标名称：学而思，拼音：xue2-er2-si1，笔画：44345521-132522-251214544,2
商标名称：豆瓣，拼音：dou4-ban4，笔画：1251431-4143113335444140000,商标名称：芒果TV，拼音：mang2-guo3-TV，笔画：122415-25111234-[UNK]-[UNK],2
商标名称：华图教育，拼音：hua2-tu2-jiao4-yu4，笔画：323512-25354441-12135213134-41542511,商标名称：雷克萨斯，拼音：lei2-ke4-sa4-si1，笔画：1452444425121-1225135-12252414313-122111343312,2
商标名称：长城，拼音：chang2-cheng2，笔画：[UNK]-121135534,商标名称：其乐，拼音：qi2-le4，笔画：12211134-35234,2
商标名称：云南白药，拼音：yun2-nan2-bai2-yao4，笔画：1154-122543112-32511-122551354,商标名称：途牛旅游，拼音：tu2-niu2-lv3-you2，笔画：3411234454-3112-4153313534-441415331521,2
商标名称：茵芙莎，拼音：yin1-fu2-sha1，笔画：122251341-1221134-1224412343,商标名称：韩束，拼音：han2-shu4，笔画：122511121152-1251234,2
商标名称：豆瓣，拼音：dou4-ban4，笔画：1251431-4143113335444140000,商标名称：蒂姆·霍顿斯，拼音：di4-mu3-·-huo4-dun4-si1，笔画：122414345252-53155414-[UNK]-1452444432411120-1525132534-122111343312,2
商标名称：鸭鸭，拼音：ya1-ya1，笔画：2511235451-2511235451,商标名称：红豆，拼音：hong2-dou4，笔画：551121-1251431,2
商标名称：奥迪，拼音：ao4-di2，笔画：325431234134-25121454,商标名称：知乎，拼音：zhi1-hu1，笔画：31134251-34312,2
商标名称：国家电投，拼音：guo2-jia1-dian4-tou2，笔画：25112141-4451353334-25115-1213554,商标名称：伊利，拼音：yi1-li4，笔画：325113-3123422,2
商标名称：完美日记，拼音：wan2-mei3-ri4-ji4，笔画：4451135-431121134-2511-45515,商标名称：厨邦，拼音：chu2-bang1，笔画：131251431124-111352,2
商标名称：萧邦，拼音：xiao1-bang1，笔画：12251123234-111352,商标名称：路歌，拼音：lu4-ge1，笔画：2512121354251-12512125123534,2
商标名称：雪佛兰，拼音：xue3-fu2-lan2，笔画：14524444511-3251532-43111,商标名称：威马，拼音：wei1-ma3，笔画：131531534-[UNK],2
商标名称：圆通航空，拼音：yuan2-tong1-hang2-kong1，笔画：2525125341-5425112454-3354144135-44534121,商标名称：喜马拉雅，拼音：xi3-ma3-la1-ya3，笔画：121251431251-[UNK]-12141431-152332411121,2
商标名称：哈根达斯，拼音：ha1-gen1-da2-si1，笔画：251341251-1234511534-134454-122111343312,商标名称：韩束，拼音：han2-shu4，笔画：122511121152-1251234,2
